stock_code,stock_name,weight_pct,market,report_date
301127,武汉天源,2.98,sz,2026-06-30
603588,高能环境,2.77,sh,2026-06-30
300263,隆华科技,2.7,sz,2026-06-30
000551,创元科技,2.68,sz,2026-06-30
002549,凯美特气,2.57,sz,2026-06-30
301259,艾布鲁,2.19,sz,2026-06-30
300203,聚光科技,2.11,sz,2026-06-30
002266,浙富控股,2.11,sz,2026-06-30
002658,雪迪龙,2.1,sz,2026-06-30
000967,盈峰环境,2.06,sz,2026-06-30
603588,高能环境,3.82,sh,2026-06-30
003035,南网能源,2.94,sz,2026-06-30
000155,川能动力,2.44,sz,2026-06-30
600481,双良节能,2.34,sh,2026-06-30
301500,飞南资源,2.29,sz,2026-06-30
601388,怡球资源,2.27,sh,2026-06-30
000967,盈峰环境,2.26,sz,2026-06-30
002479,富春环保,2.19,sz,2026-06-30
000551,创元科技,2.15,sz,2026-06-30
301175,中科环保,2.11,sz,2026-06-30
003039,顺控发展,0.0,sz,2026-06-30
601200,上海环境,0.0,sh,2026-06-30
000885,城发环境,0.0,sz,2026-06-30
600283,钱江水利,0.0,sh,2026-06-30
600168,武汉控股,0.0,sh,2026-06-30
